"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GSDMB",0.00207726208102125,0.532521610423593,0.197,0.384,1,"0","GSDMB"
"EPOR",0.00209014002382024,1.62862565076717,0.51,0.415,1,"0","EPOR"
"RABGEF1",0.00211196756057763,0.494363589243878,0.946,0.975,1,"0","RABGEF1"
"SERINC3",0.00212179501997789,0.380258335874116,0.993,1,1,"0","SERINC3"
"CLIC4",0.00212636459054738,0.765088687472124,0.905,0.943,1,"0","CLIC4"
"PLIN3",0.00213560410704039,0.492678216383824,0.98,0.994,1,"0","PLIN3"
"WDR45",0.00216755770613886,0.320714322102058,0.912,0.931,1,"0","WDR45"
"MMP19",0.00218953962373902,1.70280988889423,0.585,0.509,1,"0","MMP19"
"FAT1",0.00223014817568301,0.687821253561802,0.878,0.906,1,"0","FAT1"
"FAM184B",0.00223967640138903,0.498114686957707,0.435,0.654,1,"0","FAM184B"
"HIBADH",0.00224862665089454,0.547097812970666,0.905,0.937,1,"0","HIBADH"
"WDR83",0.00225901186604438,0.389002419355782,0.993,0.994,1,"0","WDR83"
"ANXA5",0.00232312666104018,0.727350131449693,1,1,1,"0","ANXA5"
"LSS",0.00233287253442827,0.813824317862592,0.81,0.811,1,"0","LSS"
"COL16A1",0.0024064163017385,0.53095799594519,0.34,0.572,1,"0","COL16A1"
"PEBP1",0.00243543185994044,0.569810922028566,1,0.994,1,"0","PEBP1"
"ALS2CL",0.00244636103039232,0.30090660879548,0.367,0.597,1,"0","ALS2CL"
"NICOL1",0.00255268549664756,0.437663068585788,1,0.994,1,"0","NICOL1"
"ETV2",0.00268207896022978,0.482077505217786,0.19,0.384,1,"0","ETV2"
"SLC24A1",0.00269526335521336,0.657036821625769,0.361,0.585,1,"0","SLC24A1"
"RNF152",0.00269983267045914,0.55058250062684,0.422,0.686,1,"0","RNF152"
"EIF3A",0.00272090183744256,0.450028084739174,0.993,1,1,"0","EIF3A"
"CCND1",0.00276742750955505,0.458698753948122,0.986,0.994,1,"0","CCND1"
"SPTSSB",0.00278180703389795,1.98351060698555,0.32,0.566,1,"0","SPTSSB"
"DNAH2",0.00279766308345033,0.347232138918556,0.238,0.421,1,"0","DNAH2"
"CTDSP2",0.00281141986602829,0.666445761117443,0.912,0.962,1,"0","CTDSP2"
"RIOK3",0.00282657442990208,0.522943376941071,0.973,0.994,1,"0","RIOK3"
"CDCP1",0.00286031898698536,0.961240165684558,0.925,0.962,1,"0","CDCP1"
"CDC37",0.00286269795483052,0.367887696878793,0.986,1,1,"0","CDC37"
"CMTM6",0.00286865064095343,0.435556223056496,0.98,0.981,1,"0","CMTM6"
"PODXL",0.00288524608044405,1.94659701151949,0.748,0.849,1,"0","PODXL"
"PLCD3",0.00289235305580804,1.02210308568393,0.769,0.811,1,"0","PLCD3"
"IFIT1",0.00289480001616916,0.458259094568854,0.272,0.509,1,"0","IFIT1"
"GNG12",0.00300158556752139,0.696736277957249,0.646,0.585,1,"0","GNG12"
"ZNF18",0.0031113747118442,0.366905799417693,0.401,0.623,1,"0","ZNF18"
"REM2",0.0031700152480606,0.418703091569701,0.19,0.371,1,"0","REM2"
"SYNJ2",0.00319189623739446,0.682562426174806,0.918,0.987,1,"0","SYNJ2"
"SDCBP",0.00319976545781575,0.269875068403494,0.966,0.981,1,"0","SDCBP"
"FIS1",0.00326072479199269,0.402320135414266,0.973,0.994,1,"0","FIS1"
"MAP3K10",0.00327404510204538,0.495389819220703,0.245,0.434,1,"0","MAP3K10"
"IDS",0.00330187215717248,0.397125854501162,0.986,1,1,"0","IDS"
"ZDHHC7",0.00331558082359429,0.803799915447826,0.857,0.899,1,"0","ZDHHC7"
"BEST1",0.00331566197331612,0.412704056912789,1,0.981,1,"0","BEST1"
"ZNF718",0.00333654180357506,0.311967171676675,0.483,0.723,1,"0","ZNF718"
"CALB2",0.00336172548545721,1.40797477037858,0.49,0.39,1,"0","CALB2"
"ALDH2",0.00344304867334833,1.2819220365643,0.626,0.528,1,"0","ALDH2"
"TMEM167B",0.00344384748475401,0.817252016700226,0.789,0.799,1,"0","TMEM167B"
"NDUFS5",0.00345658935170623,0.374495563786722,1,0.994,1,"0","NDUFS5"
"SLC16A3",0.00348015008743263,0.680313741694964,0.912,0.95,1,"0","SLC16A3"
"CD14",0.00355767268277351,0.287932552125894,0.469,0.686,1,"0","CD14"
"P2RY11",0.00359752368844402,0.560865417600593,0.898,0.962,1,"0","P2RY11"
"CTSD",0.00369342315727694,0.526876938675848,1,1,1,"0","CTSD"
"SGSH",0.00370695818937739,0.711760241320012,0.837,0.881,1,"0","SGSH"
"ADA",0.00376872177031853,0.323947182443809,0.109,0.252,1,"0","ADA"
"DALRD3",0.00382511834488408,0.513460272199609,0.98,0.994,1,"0","DALRD3"
"HHAT",0.00392434313489066,0.271362665156934,0.347,0.566,1,"0","HHAT"
"EHMT1",0.00394319993929699,0.373637989496352,0.918,0.987,1,"0","EHMT1"
"CARD19",0.00400581275276313,1.04907020282299,0.898,0.975,1,"0","CARD19"
"KLHDC2",0.00402662782350993,0.284911649540827,0.98,1,1,"0","KLHDC2"
"CAMTA2",0.00404240122060329,0.646489339921893,0.905,0.899,1,"0","CAMTA2"
"HPX",0.00404837982285256,0.646475577671665,0.116,0.258,1,"0","HPX"
"ANXA1",0.0041323559406421,1.00143733798161,0.823,0.906,1,"0","ANXA1"
"SESN1",0.00415628583694363,0.784637362048309,0.293,0.503,1,"0","SESN1"
"CCNP",0.00419957208973857,0.608078928738285,0.306,0.528,1,"0","CCNP"
"TRMT11",0.0043367811699746,0.347259097952937,0.429,0.679,1,"0","TRMT11"
"PER1",0.00440942852189274,0.929818407357994,0.81,0.887,1,"0","PER1"
"LDLRAD4",0.00441474408686912,2.15320661786988,0.252,0.453,1,"0","LDLRAD4"
"TMEM50A",0.00446779724643909,0.33519601233581,0.98,0.994,1,"0","TMEM50A"
"ZNF248",0.0044951380841436,0.287081918047277,0.333,0.56,1,"0","ZNF248"
"PLIN2",0.004555212117761,0.651511219323993,0.884,0.994,1,"0","PLIN2"
"DBN1",0.00456373443726865,0.791104951422933,0.81,0.899,1,"0","DBN1"
"BAG3",0.00457602215953279,0.67396069446432,0.878,0.956,1,"0","BAG3"
"PHLDA1",0.00458826450012273,1.03040313610237,0.85,0.906,1,"0","PHLDA1"
"P4HA1",0.00462363343128414,1.21850224577153,0.83,0.887,1,"0","P4HA1"
"ZNF791",0.00464130415076047,0.662821396253617,0.85,0.899,1,"0","ZNF791"
"TGFB2",0.00465395146971215,1.56834636918825,0.551,0.535,1,"0","TGFB2"
"SYT12",0.00472683428177617,0.302743551750752,0.361,0.572,1,"0","SYT12"
"MAP4",0.00475688815511321,0.432139738109734,0.973,0.994,1,"0","MAP4"
"PXN",0.00477373543067072,0.563130167710328,0.912,0.987,1,"0","PXN"
"SAMD12",0.00488017328912243,0.584579953323932,0.531,0.742,1,"0","SAMD12"
"SLC4A7",0.00493874258797569,0.329456509603595,0.551,0.73,1,"0","SLC4A7"
"PEX11G",0.00493886426202536,0.496802746012887,0.293,0.528,1,"0","PEX11G"
"BDH2",0.00495815506599895,1.12286191845782,0.626,0.604,1,"0","BDH2"
"ATP6V0A1",0.00496010184317042,0.480308636719971,0.857,0.874,1,"0","ATP6V0A1"
"PARD3B",0.00506743005797932,0.426578786884704,0.435,0.654,1,"0","PARD3B"
"ENKD1",0.00512051440743873,0.394453039980632,0.231,0.415,1,"0","ENKD1"
"S100A4",0.005159940598636,1.74995284410138,0.769,0.843,1,"0","S100A4"
"MTPN",0.00523761847603721,0.503538198099981,0.966,0.975,1,"0","MTPN"
"ITCH",0.00525915919085973,0.312294219248662,1,1,1,"0","ITCH"
"SEC24C",0.0052939783405237,0.793729940852162,0.918,0.943,1,"0","SEC24C"
"ERGIC1",0.00532147935577898,0.451681597656864,0.946,0.981,1,"0","ERGIC1"
"CPNE1",0.00538650019190823,0.432352660685998,0.973,0.994,1,"0","CPNE1"
"PEX12",0.00539672251125853,0.786866274080318,0.211,0.409,1,"0","PEX12"
"SPAG4",0.00547705699182712,0.291894521352887,0.476,0.755,1,"0","SPAG4"
"EOGT",0.00550110760505213,0.324981359434052,0.497,0.786,1,"0","EOGT"
"ABCC11",0.00554225984209296,0.294388997572418,0.585,0.805,1,"0","ABCC11"
"NHEJ1",0.00560223530296772,0.282617115802129,0.34,0.597,1,"0","NHEJ1"
"TMEM223",0.00560510099948042,0.396054718951399,0.98,0.987,1,"0","TMEM223"
"GABARAPL2",0.0056274455373464,0.415308811613666,0.973,1,1,"0","GABARAPL2"
"CD58",0.00566851459519402,0.895024425827979,0.776,0.893,1,"0","CD58"
"TTC9B",0.00575047408052924,0.356293942315853,0.156,0.314,1,"0","TTC9B"
"MYL12A",0.00583177217965991,0.364772360568084,0.986,1,1,"0","MYL12A"
"OSTC",0.00593639938168988,0.380776501963099,0.993,0.994,1,"0","OSTC"
"MSN",0.00600427564443273,0.573282977788776,0.707,0.616,1,"0","MSN"
"RND1",0.00600911188256661,0.364687491278426,0.469,0.723,1,"0","RND1"
"EMP3",0.00603582354262566,0.608625901110628,0.673,0.604,1,"0","EMP3"
"TRAPPC1",0.00607809174413543,0.42204539603232,0.952,0.994,1,"0","TRAPPC1"
"S100A10",0.0061628531252238,0.457488670626745,0.986,1,1,"0","S100A10"
"MLKL",0.0061810790978889,1.4805282548345,0.476,0.384,1,"0","MLKL"
"LMBRD1",0.00627544664193769,0.839166604812,0.735,0.786,1,"0","LMBRD1"
"APBB2",0.00637918518530367,0.437936534803432,0.932,0.95,1,"0","APBB2"
"PTPRE",0.00648318034776518,1.04648887291101,0.748,0.818,1,"0","PTPRE"
"DDA1",0.00648529040670676,0.284051233617061,0.973,1,1,"0","DDA1"
"SLC7A8",0.00649279299486933,0.330974119431121,0.388,0.597,1,"0","SLC7A8"
"DUSP16",0.00672391044043124,0.427761994592505,0.544,0.73,1,"0","DUSP16"
"NPRL3",0.00676736005089684,0.59170259069249,0.946,0.962,1,"0","NPRL3"
"SLCO4A1",0.00683581629999752,1.32251214997584,0.823,0.906,1,"0","SLCO4A1"
"OXSM",0.00685864374412319,0.370569739818452,0.483,0.717,1,"0","OXSM"
"MORN1",0.00695565477308766,0.333662713102397,0.422,0.692,1,"0","MORN1"
"ARL2-SNX15",0.00695567325653434,0.729873546616704,0.789,0.906,1,"0","ARL2-SNX15"
"TMEM43",0.00699237040641409,0.817487870557327,0.871,0.918,1,"0","TMEM43"
"SYNE3",0.00711471627423887,1.40146277830598,0.558,0.516,1,"0","SYNE3"
"RERG",0.00714871661250662,0.522763687605051,0.347,0.566,1,"0","RERG"
"JAG1",0.0073991335544934,1.12152229610084,0.612,0.547,1,"0","JAG1"
"CCDC200",0.00742848358940768,0.604756344861268,0.429,0.667,1,"0","CCDC200"
"ANGPTL4",0.00743467545712706,1.72572171850804,0.639,0.686,1,"0","ANGPTL4"
"LTO1",0.00753030065368976,0.468847806734934,0.952,0.981,1,"0","LTO1"
"PKM",0.00760422039781661,0.675958623904069,1,1,1,"0","PKM"
"ERRFI1",0.00761688692905649,1.56027315199217,0.762,0.893,1,"0","ERRFI1"
"NAALADL2",0.00786359400819115,0.536316512528921,0.395,0.623,1,"0","NAALADL2"
"PLPP6",0.00787506366006374,0.318131841763652,0.286,0.491,1,"0","PLPP6"
"TPRG1L",0.00804222429753642,0.391780726666924,0.374,0.591,1,"0","TPRG1L"
"CALCOCO1",0.0081941030419046,0.686141221030171,0.83,0.83,1,"0","CALCOCO1"
"MC1R",0.00822064397491685,0.42187831585708,0.306,0.497,1,"0","MC1R"
"REC8",0.00825358582685253,0.310485881095563,0.49,0.692,1,"0","REC8"
"CYBRD1",0.00840037864438425,0.766475535713472,0.796,0.862,1,"0","CYBRD1"
"ZNF436",0.00842692457173729,0.689076776610001,0.333,0.56,1,"0","ZNF436"
"INKA2",0.00861599681781225,0.317984162374832,0.272,0.428,1,"0","INKA2"
"XYLB",0.00877900782969043,0.396823744931349,0.374,0.553,1,"0","XYLB"
"HHEX",0.00882374041340894,0.718620595730881,0.238,0.428,1,"0","HHEX"
"LEPR",0.00883237700840112,0.651587301630527,0.823,0.893,1,"0","LEPR"
"TAPT1",0.00890014655855583,0.25783251146974,0.435,0.642,1,"0","TAPT1"
"LGALS3",0.00894373024958806,0.281196441322706,0.98,0.994,1,"0","LGALS3"
"LMNA",0.00896074348601839,0.299960896975966,1,1,1,"0","LMNA"
"RHOT2",0.00902616980650683,0.410197231311196,0.952,0.962,1,"0","RHOT2"
"HIF1A",0.00904063339622718,0.743464976473359,0.871,0.918,1,"0","HIF1A"
"KIF9",0.00911423417585322,0.412907499625342,0.878,0.893,1,"0","KIF9"
"ARHGDIB",0.00912428513687602,0.678705348400586,0.728,0.73,1,"0","ARHGDIB"
"PPFIBP1",0.00917836597287813,0.547361982703883,0.871,0.918,1,"0","PPFIBP1"
"BCLAF3",0.00924351827054084,0.342376032046067,0.395,0.629,1,"0","BCLAF3"
"MBLAC2",0.00927655374629279,0.342101893804549,0.32,0.509,1,"0","MBLAC2"
"ZNF222",0.00928669321347852,0.270763488641185,0.272,0.459,1,"0","ZNF222"
"SLC35D1",0.0093392202421762,0.367882856467022,0.578,0.836,1,"0","SLC35D1"
"IZUMO4",0.00934156420214109,0.287853056093813,0.211,0.358,1,"0","IZUMO4"
"TSPAN12",0.00935384162805666,0.430253954964349,0.401,0.566,1,"0","TSPAN12"
"FLNA",0.00937577336409356,0.694027148867852,0.959,1,1,"0","FLNA"
"LAMA3",0.00945794233085314,0.544184886594964,0.578,0.824,1,"0","LAMA3"
"ST6GALNAC6",0.00947987214650103,0.802214065379022,0.816,0.792,1,"0","ST6GALNAC6"
"DLG4",0.00960220352960124,0.319676297180549,0.401,0.579,1,"0","DLG4"
"PRKAA1",0.00969129725045548,0.443629707386939,0.932,0.95,1,"0","PRKAA1"
"LDOC1",0.00973518220817793,0.897330945778697,0.782,0.761,1,"0","LDOC1"
"SLC2A10",0.00974609635684814,0.280787512210291,0.503,0.73,1,"0","SLC2A10"
"HSD17B4",0.00978535586314863,0.563770719439746,0.762,0.899,1,"0","HSD17B4"
"TNFRSF12A",0.00991831061203929,0.285928942132303,0.952,0.987,1,"0","TNFRSF12A"
"RAB31",0.00993254295632662,0.712461686241014,0.912,0.981,1,"0","RAB31"
"RTL8A",0.00999246141622967,0.323402161072814,0.946,0.987,1,"0","RTL8A"
"TRPV4",0,1.14583662891552,0.875,0.266,0,"1","TRPV4"
"IGSF3",0,1.18327858959589,0.909,0.303,0,"1","IGSF3"
"USP18",0,1.32703168430734,0.898,0.294,0,"1","USP18"
"ATG9B",0,1.12358378262519,0.841,0.239,0,"1","ATG9B"
"MRM1",0,1.39313154896574,0.841,0.248,0,"1","MRM1"
"ZNF691",0,0.617215142431649,0.75,0.165,0,"1","ZNF691"
"CDK20",0,1.01988281156106,0.784,0.206,0,"1","CDK20"
"PAK6",0,1.38856403601584,0.977,0.399,0,"1","PAK6"
"TRPM2",0,1.21206493618542,0.875,0.298,0,"1","TRPM2"
"ARHGEF10L",0,1.33391738099207,0.864,0.294,0,"1","ARHGEF10L"
"PTPN6",0,1.26519907356511,0.92,0.353,0,"1","PTPN6"
"MAPRE3",0,1.48337782432052,0.83,0.266,0,"1","MAPRE3"
"GRHL3",0,1.90311754816321,0.818,0.257,0,"1","GRHL3"
"ELAC1",0,1.21386657379388,0.807,0.248,0,"1","ELAC1"
"PACSIN1",0,1.17212288999316,0.761,0.202,0,"1","PACSIN1"
"FANCD2OS",0,1.82704554837379,0.795,0.243,0,"1","FANCD2OS"
"THAP8",0,1.23092880341796,0.761,0.211,0,"1","THAP8"
"AS3MT",0,1.27318531665788,0.909,0.362,0,"1","AS3MT"
"IL17RB",0,1.11167336323516,0.909,0.362,0,"1","IL17RB"
"POLQ",0,1.21374437549883,0.909,0.362,0,"1","POLQ"
"LPAR2",0,1.1746383957169,0.898,0.358,0,"1","LPAR2"
"SLC45A4",0,1.3188905894076,0.875,0.335,0,"1","SLC45A4"
"ZNF513",0,1.47837133448774,0.875,0.339,0,"1","ZNF513"
"IFT70A",0,1.38709077322752,0.795,0.261,0,"1","IFT70A"
"C1orf74",0,1.1445895030554,0.727,0.197,0,"1","C1orf74"
"CCNE1",0,1.4016303393773,0.852,0.326,0,"1","CCNE1"
"PPM1L",0,1.33675140678639,0.898,0.372,0,"1","PPM1L"
"ADCK1",0,1.51636720782988,0.693,0.17,0,"1","ADCK1"
"PLEKHG5",0,1.65133842394395,0.75,0.229,0,"1","PLEKHG5"
"PPARGC1B",0,1.32570569254543,0.807,0.289,0,"1","PPARGC1B"
"GREB1L",0,1.29560827408693,0.864,0.349,0,"1","GREB1L"
"FGFR2",0,1.44438096540137,0.75,0.239,0,"1","FGFR2"
"RDM1",0,1.32213374722525,0.602,0.092,0,"1","RDM1"
"VMAC",0,1.37944127442993,0.898,0.39,0,"1","VMAC"
"MYBL2",0,1.19469811688598,0.943,0.436,0,"1","MYBL2"
"CORO1A",0,1.38299435741191,0.841,0.335,0,"1","CORO1A"
"IRF5",0,1.16847688603336,0.886,0.385,0,"1","IRF5"
"EFR3B",0,1.19918218188985,0.841,0.344,0,"1","EFR3B"
"FUT1",0,1.46714767535608,0.864,0.367,0,"1","FUT1"
"PXYLP1",0,1.37065562379165,0.898,0.404,0,"1","PXYLP1"
"ATP2C2",0,1.28983321575507,0.886,0.394,0,"1","ATP2C2"
"SLC12A8",0,1.35297557148174,0.909,0.422,0,"1","SLC12A8"
"DNAJA4",0,1.510317337161,0.898,0.413,0,"1","DNAJA4"
"CHDH",0,1.49641262811023,0.932,0.454,0,"1","CHDH"
"LCN2",0,1.89121456200295,0.818,0.353,0,"1","LCN2"
"FUT2",0,1.26350432167554,0.932,0.491,0,"1","FUT2"
"POLA2",0,1.4826178419403,0.943,0.509,0,"1","POLA2"
"GPRC5B",0,1.63588458448148,0.92,0.491,0,"1","GPRC5B"
"SPTBN2",0,1.20321543100849,0.943,0.518,0,"1","SPTBN2"
"EXPH5",0,1.4644996349418,0.92,0.5,0,"1","EXPH5"
"MOCOS",0,1.24603925113155,0.932,0.514,0,"1","MOCOS"
"FAM234B",0,1.2724569701238,0.92,0.518,0,"1","FAM234B"
"DHTKD1",0,1.18499817037082,0.977,0.761,0,"1","DHTKD1"
"ATAD2",0,1.35175818910499,1,0.794,0,"1","ATAD2"
"SDC1",0,1.42392922838287,1,0.794,0,"1","SDC1"
"IDH2",0,1.38478473820376,1,0.798,0,"1","IDH2"
"TOR3A",0,1.24051585510013,1,0.826,0,"1","TOR3A"
"C1QTNF9B",2.22044604925031e-16,1.11680853160805,0.841,0.257,2.34567920642803e-12,"1","C1QTNF9B"
"OIP5",2.22044604925031e-16,1.22214366583558,0.932,0.376,2.34567920642803e-12,"1","OIP5"
"GPC3",2.22044604925031e-16,1.1860467050884,0.761,0.211,2.34567920642803e-12,"1","GPC3"
"NECTIN1",2.22044604925031e-16,1.16340733841388,0.898,0.349,2.34567920642803e-12,"1","NECTIN1"
"RAB6B",2.22044604925031e-16,1.22628686352349,0.83,0.289,2.34567920642803e-12,"1","RAB6B"
"GADD45G1",2.22044604925031e-16,0.670243307447286,0.705,0.179,2.34567920642803e-12,"1","GADD45G"
"FNDC10",2.22044604925031e-16,1.5231347262814,0.705,0.188,2.34567920642803e-12,"1","FNDC10"
"ESRP2",2.22044604925031e-16,1.0779622748747,0.932,0.417,2.34567920642803e-12,"1","ESRP2"
"ZNRF3",2.22044604925031e-16,1.32047247189977,0.898,0.39,2.34567920642803e-12,"1","ZNRF3"
"OTX1",2.22044604925031e-16,1.43567362632303,0.807,0.317,2.34567920642803e-12,"1","OTX1"
"VIT",2.22044604925031e-16,1.57756257367334,0.636,0.147,2.34567920642803e-12,"1","VIT"
"COLEC12",2.22044604925031e-16,1.32722033039334,0.875,0.394,2.34567920642803e-12,"1","COLEC12"
"LRRN2",2.22044604925031e-16,1.77149862553385,0.784,0.312,2.34567920642803e-12,"1","LRRN2"
"ABCB10",2.22044604925031e-16,1.51870088599861,0.875,0.427,2.34567920642803e-12,"1","ABCB10"
"CARD14",2.22044604925031e-16,1.07222279499483,0.898,0.45,2.34567920642803e-12,"1","CARD14"
"ZNF761",2.22044604925031e-16,1.44569400959977,0.898,0.468,2.34567920642803e-12,"1","ZNF761"
"PRKX",2.22044604925031e-16,1.38779195765722,0.943,0.56,2.34567920642803e-12,"1","PRKX"
"SLC16A14",4.44089209850063e-16,0.823365637555897,0.875,0.284,4.69135841285606e-12,"1","SLC16A14"
"CCDC74A",4.44089209850063e-16,1.37104966353215,0.875,0.321,4.69135841285606e-12,"1","CCDC74A"
"HSPA6",4.44089209850063e-16,0.955799872481588,0.773,0.229,4.69135841285606e-12,"1","HSPA6"
"TMEM1391",4.44089209850063e-16,0.764672586707329,0.727,0.188,4.69135841285606e-12,"1","TMEM139"
"XNDC1N",4.44089209850063e-16,0.816552482533412,0.864,0.339,4.69135841285606e-12,"1","XNDC1N"
"ZNF599",4.44089209850063e-16,1.3309433480675,0.75,0.243,4.69135841285606e-12,"1","ZNF599"
"APLP1",4.44089209850063e-16,1.52269477193619,0.818,0.312,4.69135841285606e-12,"1","APLP1"
"ZNF57",4.44089209850063e-16,1.36459418222723,0.875,0.372,4.69135841285606e-12,"1","ZNF57"
"KBTBD7",4.44089209850063e-16,1.15447598741938,0.886,0.385,4.69135841285606e-12,"1","KBTBD7"
"ETV7",4.44089209850063e-16,1.58734033398281,0.75,0.257,4.69135841285606e-12,"1","ETV7"
"PGCKA1",4.44089209850063e-16,1.1454999157447,0.864,0.376,4.69135841285606e-12,"1","PGCKA1"
"PRRG4",4.44089209850063e-16,0.954887426495768,0.977,0.505,4.69135841285606e-12,"1","PRRG4"
"DTL",4.44089209850063e-16,1.08197197663545,0.943,0.486,4.69135841285606e-12,"1","DTL"
"LHX4",4.44089209850063e-16,1.73198559761354,0.784,0.335,4.69135841285606e-12,"1","LHX4"
"VAMP5",4.44089209850063e-16,1.63116733406415,0.807,0.39,4.69135841285606e-12,"1","VAMP5"
"TTC13",4.44089209850063e-16,1.37118571658226,0.92,0.541,4.69135841285606e-12,"1","TTC13"
"SULF2",4.44089209850063e-16,1.26942489082435,0.977,0.661,4.69135841285606e-12,"1","SULF2"
"BRI3BP",4.44089209850063e-16,1.14496759793594,0.989,0.697,4.69135841285606e-12,"1","BRI3BP"
"ERCC6L",6.66133814775094e-16,0.991789867108904,0.864,0.312,7.03703761928409e-12,"1","ERCC6L"
"CDK18",6.66133814775094e-16,1.27038782699484,0.875,0.339,7.03703761928409e-12,"1","CDK18"
"LTC4S",6.66133814775094e-16,1.29566710545063,0.784,0.261,7.03703761928409e-12,"1","LTC4S"
"JADE3",6.66133814775094e-16,1.35974917155405,0.841,0.321,7.03703761928409e-12,"1","JADE3"
"ACOT4",6.66133814775094e-16,1.13514510949522,0.955,0.495,7.03703761928409e-12,"1","ACOT4"
"ZNF329",6.66133814775094e-16,1.55704341876141,0.864,0.491,7.03703761928409e-12,"1","ZNF329"
"FA2H",8.88178419700125e-16,0.973886149130605,0.875,0.294,9.38271682571212e-12,"1","FA2H"
"UPRT",8.88178419700125e-16,1.29250605125878,0.773,0.257,9.38271682571212e-12,"1","UPRT"
"CNNM4",8.88178419700125e-16,1.35947134702718,0.841,0.339,9.38271682571212e-12,"1","CNNM4"
"LRRC8B",8.88178419700125e-16,0.958531541221303,0.932,0.445,9.38271682571212e-12,"1","LRRC8B"
"RASGEF1B",8.88178419700125e-16,1.0065480689919,0.92,0.463,9.38271682571212e-12,"1","RASGEF1B"
"ZNF750",8.88178419700125e-16,1.42183015983958,0.841,0.422,9.38271682571212e-12,"1","ZNF750"
"CCDC191",1.11022302462516e-15,1.29249346537401,0.898,0.417,1.17283960321402e-11,"1","CCDC191"
"CCDC120",1.11022302462516e-15,1.21198209333584,0.875,0.394,1.17283960321402e-11,"1","CCDC120"
"MEIS3",1.11022302462516e-15,1.31993052176546,0.909,0.44,1.17283960321402e-11,"1","MEIS3"
"DUSP21",1.11022302462516e-15,0.580626323569644,0.58,0.119,1.17283960321402e-11,"1","DUSP2"
"HMMR",1.33226762955019e-15,1.06584581410145,0.841,0.303,1.40740752385682e-11,"1","HMMR"
"ZNF324B",1.33226762955019e-15,0.934855160223517,0.739,0.216,1.40740752385682e-11,"1","ZNF324B"
"PATZ1",1.33226762955019e-15,0.876167487601093,0.92,0.445,1.40740752385682e-11,"1","PATZ1"
"ZNF275",1.55431223447522e-15,0.93983714293316,0.83,0.303,1.64197544449962e-11,"1","ZNF275"
"PPFIA3",1.55431223447522e-15,1.32150422379018,0.852,0.326,1.64197544449962e-11,"1","PPFIA3"
"ME1",1.55431223447522e-15,1.12667189783568,0.864,0.358,1.64197544449962e-11,"1","ME1"
"ABCG1",1.77635683940025e-15,1.28490424856992,0.852,0.362,1.87654336514242e-11,"1","ABCG1"
"CLDN3",1.77635683940025e-15,1.31721875908839,0.932,0.495,1.87654336514242e-11,"1","CLDN3"
"AIF1L",1.77635683940025e-15,1.26328610405727,0.943,0.573,1.87654336514242e-11,"1","AIF1L"
"WASHC5",1.77635683940025e-15,1.21808249207378,0.977,0.739,1.87654336514242e-11,"1","WASHC5"
"TFCP2L1",1.99840144432528e-15,1.10252560131963,0.83,0.289,2.11111128578523e-11,"1","TFCP2L1"
"DEPTOR",2.22044604925031e-15,1.00077186092919,0.852,0.321,2.34567920642803e-11,"1","DEPTOR"
"NAPRT",2.22044604925031e-15,1.31388711462969,0.955,0.83,2.34567920642803e-11,"1","NAPRT"
"PRRG2",2.44249065417534e-15,0.82899590090223,0.83,0.289,2.58024712707083e-11,"1","PRRG2"
"HACD2",2.44249065417534e-15,1.16411259109267,1,0.789,2.58024712707083e-11,"1","HACD2"
"CEBPA",2.66453525910038e-15,0.86802950190042,0.875,0.358,2.81481504771364e-11,"1","CEBPA"
"NUDT8",2.66453525910038e-15,1.12431801614565,0.966,0.454,2.81481504771364e-11,"1","NUDT8"
"COL9A2",2.66453525910038e-15,1.30975134637346,0.875,0.367,2.81481504771364e-11,"1","COL9A2"
"PIGZ",2.66453525910038e-15,1.14563795836017,0.83,0.326,2.81481504771364e-11,"1","PIGZ"
"DGKE",2.66453525910038e-15,0.962756955997244,0.92,0.431,2.81481504771364e-11,"1","DGKE"
"LYSMD1",2.66453525910038e-15,0.996970483043276,0.932,0.45,2.81481504771364e-11,"1","LYSMD1"
